Time,Force
0.0,0.04819791390028944
0.002000400080016003,0.10264746949623973
0.004000800160032006,-0.06375547248311172
0.006001200240048009,0.09772010526006791
0.008001600320064013,0.2272292411173192
0.010002000400080016,0.08962655277512645
0.012002400480096018,-0.0025856422455282635
0.014002800560112022,0.01771066788512196
0.016003200640128026,0.08123403595329831
0.01800360072014403,0.12767343911609438
0.020004000800160033,0.10613578066428878
0.022004400880176037,0.15995980875365007
0.024004800960192037,0.1050415001360841
0.02600520104020804,0.14772222571626994
0.028005601120224044,0.23605190441656637
0.030006001200240048,0.04298468618617139
0.03200640128025605,0.17022098408796213
0.03400680136027205,0.1797922302573311
0.03600720144028806,0.2711316703390981
0.03800760152030406,0.1662239729108043
0.040008001600320066,0.2640133722462425
0.042008401680336066,0.31876973172394496
0.04400880176035207,0.03329227723048753
0.04600920184036807,0.3448854452526222
0.048009601920384073,0.13921107999010773
0.05001000200040008,0.1380583733504246
0.05201040208041608,-0.030814875471487868
0.05401080216043209,0.18646572383770266
0.05601120224044809,0.27592378353600305
0.058011602320464095,0.24767548325968222
0.060012002400480095,0.24932485176465938
0.0620124024804961,0.19386795691653497
0.0640128025605121,0.40135027308863175
0.06601320264052811,0.41994686259503466
0.0680136027205441,0.37536306370627714
0.07001400280056011,0.15431077128014611
0.07201440288057612,0.5796761462142348
0.07401480296059212,0.37638190204490124
0.07601520304060812,0.4249519811304643
0.07801560312062412,0.23043100756703572
0.08001600320064013,0.38834769593440577
0.08201640328065612,0.4400199543573035
0.08401680336067213,0.39374731098753946
0.08601720344068814,0.5041651735140651
0.08801760352070415,0.5560536122888313
0.09001800360072014,0.300694212392564
0.09201840368073615,0.5290426166186855
0.09401880376075215,0.4924041027077028
0.09601920384076815,0.46139474249156226
0.09801960392078415,0.31363117347473546
0.10002000400080016,0.6274981895371764
0.10202040408081617,0.5279437102166811
0.10402080416083216,0.31864530018775483
0.10602120424084817,0.4813113681673949
0.10802160432086418,0.5469509783576796
