Time,Force
0.0,0.06469899448872997
0.004001600640256103,-0.021500392535388196
0.008003201280512205,0.1592730805548063
0.012004801920768308,0.10143251789489566
0.01600640256102441,0.21725818853363604
0.020008003201280513,-0.02688878631031906
0.024009603841536616,0.04835434870422879
0.028011204481792718,0.14897094334340463
0.03201280512204882,0.27664046742665716
0.03601440576230493,0.22458038362064467
0.040016006402561026,0.10391396870888428
0.044017607042817125,0.39594976676354915
0.04801920768307323,0.2083251932793053
0.05202080832332934,0.16554764465030203
0.056022408963585436,0.1989535887312635
0.060024009603841535,0.16241083624032954
0.06402561024409764,0.08995779782818553
0.06802721088435375,0.3219560127841768
0.07202881152460985,0.19694870392160707
0.07603041216486595,0.4024284483939552
0.08003201280512205,0.48799403107432976
0.08403361344537816,0.44557591231066523
0.08803521408563425,0.43049752763907195
0.09203681472589036,0.2900274601839009
0.09603841536614646,0.5465544730424696
0.10004001600640257,0.6742575078048885
0.10404161664665867,0.6378876131836071
0.10804321728691477,0.38126778959404783
0.11204481792717087,0.5235793064748505
0.11604641856742698,0.5199450575400908
0.12004801920768307,0.5250369563563599
0.12404961984793918,0.5839448691041641
0.12805122048819528,0.8139090622005334
0.13205282112845138,0.6240612037524106
0.1360544217687075,0.5845702710181634
0.1400560224089636,0.6742222401027782
0.1440576230492197,0.5282705434313879
0.1480592236894758,0.6028989660259266
0.1520608243297319,0.7877650589232167
0.156062424969988,0.7223357113573511
0.1600640256102441,0.9277520982646852
0.1640656262505002,0.7581376930447613
0.16806722689075632,0.6202849788393657
0.1720688275310124,0.5995611028218879
0.1760704281712685,0.8711277400228692
0.18007202881152462,0.6793980612106663
0.1840736294517807,0.6827122484704354
0.18807523009203683,0.756281439870044
0.19207683073229292,0.9190376348305236
0.19607843137254902,0.7939433527838123
0.20008003201280514,0.757525967047075
0.20408163265306123,0.9735822750487673
0.20808323329331735,0.9668098138352985
0.21208483393357344,1.03926938340605
0.21608643457382953,1.0172944745577048
0.22008803521408565,0.9972985394648791
0.22408963585434175,0.8251714435354831
0.22809123649459784,0.9747267635076303
0.23209283713485396,1.0384519050891752
0.23609443777511005,1.1103656020471333
0.24009603841536614,0.949325442332681
0.24409763905562226,0.8900710510856674
0.24809923969587835,0.8575318802261689
0.25210084033613445,1.050187449198263
0.25610244097639057,0.8914895169906535
0.2601040416166467,0.9744215449260824
0.26410564225690275,0.8808194900993465
0.26810724289715887,0.9577148964453432
0.272108843537415,1.0218769060003654
0.27611044417767105,1.008883161619008
0.2801120448179272,1.059339685804354
0.2841136454581833,0.8513277157407114
0.2881152460984394,0.979878997106746
0.2921168467386955,0.9469127476399487
0.2961184473789516,0.8976991710809952
0.3001200480192077,0.9225858890373998
0.3041216486594638,0.9093326574808822
0.3081232492997199,1.0345376999417282
0.312124849939976,1.039962154841201
0.3161264505802321,1.0875140496475177
0.3201280512204882,1.0323609900675033
0.32412965186074433,1.0146380428672077
0.3281312525010004,1.005449900739827
0.3321328531412565,1.063530380894899
0.33613445378151263,0.7832841364021801
0.3401360544217687,0.9856638266509999
0.3441376550620248,1.0205074428916787
0.34813925570228094,1.164564758044442
0.352140856342537,0.8708640729286737
0.3561424569827931,0.8633624634362362
0.36014405762304924,0.7465871993876626
0.36414565826330536,0.8298511913715599
0.3681472589035614,0.9486564502023728
0.37214885954381755,0.8858554419471145
